ImageNumber,resource,OrderNumber,Title,VUtemp_ImageTitle,VUtemp_keywords,TitleLargerEntity,LocationCountry,Description,Culture,StylePeriod,DateCreation,CreatorArtist,Technique,Material,MeasurementDimension,LocationCurrentSite,Notes,DateCreated,DateUpdated,StaffNotes,DateDigitized,SourcePage,Fig. No,SourceTitle,SourceAuthor,CopyrightStatement,SourceCallNo,SourceISBN,SourcePubYear,SourcePubCity,SourcePublisher,PubVolume,PubIssue,MDID_Source,LocationCreationSite,MDID_Location,MDID_title,
59827,59827,2037,Qiaojia Dayuan (Qiao Family House),,,,China,,Chinese,Qing,1756,unknown,architecture,,,,,40443,,,,,,Slide Collection of Tracy Miller,,,,,,,,,,Slide Collection of Tracy Miller,,,Qiaojia Dayuan (Qiao Family House),
59828,59828,2037,Qiaojia Dayuan (Qiao Family House),,,,China,,Chinese,Qing,1756,unknown,architecture,,,,,40443,,,,,,Slide Collection of Tracy Miller,,,,,,,,,,Slide Collection of Tracy Miller,,,Qiaojia Dayuan (Qiao Family House),
59829,59829,2037,Qiaojia Dayuan (Qiao Family House),,,,China,,Chinese,Qing,1756,unknown,architecture,,,,,40443,,,,,,Slide Collection of Tracy Miller,,,,,,,,,,Slide Collection of Tracy Miller,,,Qiaojia Dayuan (Qiao Family House),
59830,59830,2037,Qiaojia Dayuan (Qiao Family House),,,,China,,Chinese,Qing,1756,unknown,architecture,,,,,40443,,,,,,Slide Collection of Tracy Miller,,,,,,,,,,Slide Collection of Tracy Miller,,,Qiaojia Dayuan (Qiao Family House),
59831,59831,2037,Qiaojia Dayuan (Qiao Family House),,,,China,,Chinese,Qing,1756,unknown,architecture,,,,,40443,,,,,,Slide Collection of Tracy Miller,,,,,,,,,,Slide Collection of Tracy Miller,,,Qiaojia Dayuan (Qiao Family House),
59993,59993,321,Gang urn ,"Detail, bird-fish-axe design (after Yan 1981)",,,China,,Chinese,Yangshao,ca. 3500-3000 BCE,unknown,pottery techniques,ceramic (material),h. 47 cm; diam. at mouth 32.7 cm; diam. at base 19.5 cm,"National Museum of Chinese History, Beijing",,,,,,p. 66,cat. 5,YX: GoldAgeChinArch,,,,,,,,,,,"Yancan, Linru, Henan province",,,
59994,59994,2038,Thmuis Mosaic depicting Berenice II,"Detail of part of the Mosaic of Thmuis, picturing the wife of Ptolemy III, Berenice II, with the crown of the sea, surrounded by three decorative borders, including the meander pattern",,,Egypt,,Greek,Ptolemaic,246-221 BCE,unknown,mosaic (process),tesserae (mosaic components) ,2.77 x 2.61 m,"Graeco-Roman Museum, Alexandria, Egypt",,40476,,,,6,"opposite ""Inhalt""",Antike Bildmosaiken,"Andreae, Bernard","© 2003 Verlag Philipp von Zabern, mainz am Rhein",NA 3760. A63 2003,978-3-80533-156-2,2003,"Mainz am Rhein, Germany",Philipp von Zabern,,,,"Al Buhayrah, Egypt",,,
59995,59995,2038,"Portrait bust of Seleukos I, with the king's diadem","Profile view of the portrait bust of Seleukos I, with the king's diadem",,,Italy,"Roman bronze copy of a Hellenistic original, from the Villa of Piso in Herculaneum",Greek,Hellenistic,ca. 305 BCE,unknown,sculpture (visual work),bronze (metal),h. 56 cm,"Museo Archeologico Nazionale, Naples, Italy",,40476,,,,17,,Antike Bildmosaiken,"Andreae, Bernard","© 2003 Verlag Philipp von Zabern, mainz am Rhein",NA 3760. A63 2003,978-3-80533-156-2,2003,"Mainz am Rhein, Germany",Philipp von Zabern,,,,"Herculaneum, Rome ",,,
59996,59996,2038,Fragment of round mosaic at Thmuis depicting Berenice II,Detail of fragment of round mosaic at Thmuis depicting Berenice II in the crown of the sea,,,Egypt,,Greek,Ptolemaic,ca. 200 BCE,unknown,mosaic (process),tesserae (mosaic components) ,1.44 x 1.44 m,"Graeco-Roman Museum, Alexandria, Egypt",,40476,,,,26,,Antike Bildmosaiken,"Andreae, Bernard","© 2003 Verlag Philipp von Zabern, mainz am Rhein",NA 3760. A63 2003,978-3-80533-156-2,2003,"Mainz am Rhein, Germany",Philipp von Zabern,,,,"Al Buhayrah, Egypt",,,
59997,59997,2038,Thmuis Mosaic depicting Berenice II,"Detail of part of the Mosaic of Thmuis, picturing the wife of Ptolemy III, Berenice II, with the crown of the sea, surrounded by three decorative borders, including the meander pattern",,,Egypt,,Greek,Ptolemaic,246-221 BCE,unknown,mosaic (process),tesserae (mosaic components) ,2.77 x 2.61 m,"Graeco-Roman Museum, Alexandria, Egypt",,40476,,,,29,,Antike Bildmosaiken,"Andreae, Bernard","© 2003 Verlag Philipp von Zabern, mainz am Rhein",NA 3760. A63 2003,978-3-80533-156-2,2003,"Mainz am Rhein, Germany",Philipp von Zabern,,,,"Al Buhayrah, Egypt",,,
59998,59998,2038,Cupids on a Stag Hunt,,,,Egypt,,Greek,Ptolemaic,ca. 300-250 BCE,unknown,mosaic (process),tesserae (mosaic components); pebble (rock),5.25 x 3.95 m,"Graeco-Roman Museum, Alexandria, Egypt",,40476,,,,31,,Antike Bildmosaiken,"Andreae, Bernard","© 2003 Verlag Philipp von Zabern, mainz am Rhein",NA 3760. A63 2003,978-3-80533-156-2,2003,"Mainz am Rhein, Germany",Philipp von Zabern,,,,"Alexandria, Egypt",,,
59999,59999,2038,Cupids on a Stag Hunt,Detail of left cupid,,,Egypt,,Greek,Ptolemaic,ca. 300-250 BCE,unknown,mosaic (process),tesserae (mosaic components); pebble (rock),5.25 x 3.95 m,"Graeco-Roman Museum, Alexandria, Egypt",,40476,,,,32,left,Antike Bildmosaiken,"Andreae, Bernard","© 2003 Verlag Philipp von Zabern, mainz am Rhein",NA 3760. A63 2003,978-3-80533-156-2,2003,"Mainz am Rhein, Germany",Philipp von Zabern,,,,"Alexandria, Egypt",,,
60000,60000,2038,Cupids on a Stag Hunt,Detail of right cupid,,,Egypt,,Greek,Ptolemaic,ca. 300-250 BCE,unknown,mosaic (process),tesserae (mosaic components); pebble (rock),5.25 x 3.95 m,"Graeco-Roman Museum, Alexandria, Egypt",,40476,,,,32,right,Antike Bildmosaiken,"Andreae, Bernard","© 2003 Verlag Philipp von Zabern, mainz am Rhein",NA 3760. A63 2003,978-3-80533-156-2,2003,"Mainz am Rhein, Germany",Philipp von Zabern,,,,"Alexandria, Egypt",,,
60001,60001,2038,Cappadocian kilim with fringe pattern,,,,,A kilim clearly modeled after the fringed border of the Hellenistic mosaic depicting Berenice II. ,Ottoman,Ottoman (style),ca. 1700-1799 ,unknown,kilims,,,,,40476,,,,33,top ,Antike Bildmosaiken,"Andreae, Bernard","© 2003 Verlag Philipp von Zabern, mainz am Rhein",NA 3760. A63 2003,978-3-80533-156-2,2003,"Mainz am Rhein, Germany",Philipp von Zabern,,,,,,,
60002,60002,2038,Thmuis Mosaic depicting Berenice II,"Part of the Mosaic of Thmuis, picturing the wife of Ptolemy III, Berenice II, with the crown of the sea, surrounded by three decorative borders, including the meander pattern",,,Egypt,,Greek,Ptolemaic,246-221 BCE,unknown,mosaic (process),tesserae (mosaic components) ,2.77 x 2.61 m,"Graeco-Roman Museum, Alexandria, Egypt",,40476,,,,33,bottom,Antike Bildmosaiken,"Andreae, Bernard","© 2003 Verlag Philipp von Zabern, mainz am Rhein",NA 3760. A63 2003,978-3-80533-156-2,2003,"Mainz am Rhein, Germany",Philipp von Zabern,,,,"Al Buhayrah, Egypt",,,
60003,60003,2038,Thmuis Mosaic depicting Berenice II,"Reconstruction of part of the Mosaic of Thmuis, picturing the wife of Ptolemy III, Berenice II, with the crown of the sea, surrounded by three decorative borders, including the meander pattern.",,,Egypt,Reconstruction by Michael Pfommer,Greek,Ptolemaic,246-221 BCE,unknown,mosaic (process),tesserae (mosaic components),2.77 x 2.61 m,"Graeco-Roman Museum, Alexandria, Egypt",,40476,,,,34,,Antike Bildmosaiken,"Andreae, Bernard","© 2003 Verlag Philipp von Zabern, mainz am Rhein",NA 3760. A63 2003,978-3-80533-156-2,2003,"Mainz am Rhein, Germany",Philipp von Zabern,,,,"Al Buhayrah, Egypt",,,
60004,60004,2038,Fragment of round mosaic at Thmuis depicting Berenice II,,,,Egypt,,Greek,Ptolemaic,ca. 200 BCE,unknown,mosaic (process),tesserae (mosaic components) ,1.44 x 1.44 m,"Graeco-Roman Museum, Alexandria, Egypt",,40476,,,,26,,Antike Bildmosaiken,"Andreae, Bernard","© 2003 Verlag Philipp von Zabern, mainz am Rhein",NA 3760. A63 2003,978-3-80533-156-2,2003,"Mainz am Rhein, Germany",Philipp von Zabern,,,,"Al Buhayrah, Egypt",,,
60005,60005,2038,"Altar of Palace V, with the so-called parrot mosaic from the altar of the King's palace at Pergamon",Detail of the left emblem of the so-called parrot mosaic from the altar of the King's palace at Pergamon,,,Germany,,Greek, Hellenistic,ca. 150 BCE,unknown,mosaic (process),tesserae (mosaic components) ,1.7 x 3.03 m,"Pergamon Museum, Berlin, Germany",,40476,,,,40,,Antike Bildmosaiken,"Andreae, Bernard","© 2003 Verlag Philipp von Zabern, mainz am Rhein",NA 3760. A63 2003,978-3-80533-156-2,2003,"Mainz am Rhein, Germany",Philipp von Zabern,,,,"Pergamon, Greece; present day Turkey",,,
60006,60006,2038,"Altar of Palace V, with the so-called parrot mosaic from the altar of the King's palace at Pergamon",Reconstruction with original mosaic fragments,,,Germany,,Greek,Hellenistic,ca. 150 BCE,unknown,mosaic (process),tesserae (mosaic components),1.7 x 3.03 m,"Pergamon Museum, Berlin, Germany",,40476,,,,42,,Antike Bildmosaiken,"Andreae, Bernard","© 2003 Verlag Philipp von Zabern, mainz am Rhein",NA 3760. A63 2003,978-3-80533-156-2,2003,"Mainz am Rhein, Germany",Philipp von Zabern,,,,"Palace V, Pergamon, Greece; present day Turkey",,,
60007,60007,2038,"Altar of Palace V, with the so-called parrot mosaic from the altar of the King's palace at Pergamon","Watercolor copy of detail of garland mosaic from the Altar of Palace V, with the so-called parrot mosaic from the altar of the King's palace at Pergamon",,,Germany,,Greek,Hellenistic,ca. 150 BCE,unknown,mosaic (process),tesserae (mosaic components),1.7 x 3.03 m,"Pergamon Museum, Berlin, Germany",,40476,,,,43,top,Antike Bildmosaiken,"Andreae, Bernard","© 2003 Verlag Philipp von Zabern, mainz am Rhein",NA 3760. A63 2003,978-3-80533-156-2,2003,"Mainz am Rhein, Germany",Philipp von Zabern,,,,"Palace V, Pergamon, Greece; present day Turkey",,,
60008,60008,2038,"Altar of Palace V, with the so-called parrot mosaic from the altar of the King's palace at Pergamon","Watercolor copy of detail of garland mosaic from the Altar of Palace V, with the so-called parrot mosaic from the altar of the King's palace at Pergamon",,,Germany,,Greek,Hellenistic,ca. 150 BCE,unknown,mosaic (process),tesserae (mosaic components),1.7 x 3.03 m,"Pergamon Museum, Berlin, Germany",,40476,,,,43,bottom,Antike Bildmosaiken,"Andreae, Bernard","© 2003 Verlag Philipp von Zabern, mainz am Rhein",NA 3760. A63 2003,978-3-80533-156-2,2003,"Mainz am Rhein, Germany",Philipp von Zabern,,,,"Palace V, Pergamon, Greece; present day Turkey",,,
60009,60009,2038,Hephaistion mosaic,"Reconstruction with original mosaic fragments in the Hellenistic Hall of Architecture, Pergamon Museum",,,Germany,,Greek,Hellenistic,ca. 150 BCE,unknown,mosaic (process),tesserae (mosaic components),6.30 x 6.30 m,"Pergamon Museum, Berlin, Germany",,40476,,,,44,top right,Antike Bildmosaiken,"Andreae, Bernard","© 2003 Verlag Philipp von Zabern, mainz am Rhein",NA 3760. A63 2003,978-3-80533-156-2,2003,"Mainz am Rhein, Germany",Philipp von Zabern,,,,"Palace V, Pergamon, Greece; present day Turkey",,,
60010,60010,2038,Hephaistion mosaic,Detail of Hephaistion's signature in the Hephaistion mosaic,,,Germany,,Greek,Hellenistic,ca. 150 BCE,unknown,mosaic (process),tesserae (mosaic components),6.30 x 6.30 m,"Pergamon Museum, Berlin, Germany",,40476,,,,44,bottom right,Antike Bildmosaiken,"Andreae, Bernard","© 2003 Verlag Philipp von Zabern, mainz am Rhein",NA 3760. A63 2003,978-3-80533-156-2,2003,"Mainz am Rhein, Germany",Philipp von Zabern,,,,"Palace V, Pergamon, Greece; present day Turkey",,,
60011,60011,2038,Hephaistion mosaic,Detail of the foliage wave motif with Eros floating and chasing a butterfly within the decorative border of the Hephaistion mosaic,,,Germany,,Greek,Hellenistic,ca. 150 BCE,unknown,mosaic (process),tesserae (mosaic components),6.30 x 6.30 m,"Pergamon Museum, Berlin, Germany",,40476,,,,45,top,Antike Bildmosaiken,"Andreae, Bernard","© 2003 Verlag Philipp von Zabern, mainz am Rhein",NA 3760. A63 2003,978-3-80533-156-2,2003,"Mainz am Rhein, Germany",Philipp von Zabern,,,,"Palace V, Pergamon, Greece; present day Turkey",,,
60012,60012,2038,Hephaistion mosaic,Detail of the foliage wave motif with grasshopper within the decorative border of the Hepaistion mosaic,,,Germany,,Greek,Hellenistic,ca. 150 BCE,unknown,mosaic (process),tesserae (mosaic components),6.30 x 6.30 m,"Pergamon Museum, Berlin, Germany",,40476,,,,45,middle,Antike Bildmosaiken,"Andreae, Bernard","© 2003 Verlag Philipp von Zabern, mainz am Rhein",NA 3760. A63 2003,978-3-80533-156-2,2003,"Mainz am Rhein, Germany",Philipp von Zabern,,,,"Palace V, Pergamon, Greece; present day Turkey",,,
60013,60013,2038,Hephaistion mosaic,Detail of the foliage wave motif with Eros grasping the verdant spindles ,,,Germany,,Greek,Hellenistic,ca. 150 BCE,unknown,mosaic (process),tesserae (mosaic components),6.30 x 6.30 m,"Pergamon Museum, Berlin, Germany",,40476,,,,45,bottom,Antike Bildmosaiken,"Andreae, Bernard","© 2003 Verlag Philipp von Zabern, mainz am Rhein",NA 3760. A63 2003,978-3-80533-156-2,2003,"Mainz am Rhein, Germany",Philipp von Zabern,,,,"Palace V, Pergamon, Greece; present day Turkey",,,
60014,60014,2038,Asarotos oikos (The unswept Room),Detail of a Second Century mosaic copy of the Asarotos oikos (The unswept room) mosaic,,,Holy See,,Greek,Hellenistic,ca. 150 BCE,uknown,mosaic (process),tesserae (mosaic components),l. 4.05 m,"Vatican Museums, Vatican City, Santa Sede ",,40476,,,,46,,Antike Bildmosaiken,"Andreae, Bernard","© 2003 Verlag Philipp von Zabern, mainz am Rhein",NA 3760. A63 2003,978-3-80533-156-2,2003,"Mainz am Rhein, Germany",Philipp von Zabern,,,,"Pergamon, Greece; present day Turkey",,,
60015,60015,2038,Asarotos oikos (The unswept Room),Installation view of fragments of a Second Century mosaic copy of the Asarotos oikos (The unswept room) mosaic,,,Holy See,,Greek,Hellenistic,ca. 150 BCE,uknown,mosaic (process),tesserae (mosaic components),l. 4.05 m,"Vatican Museums, Vatican City, Santa Sede ",,40476,,,,47,bottom,Antike Bildmosaiken,"Andreae, Bernard","© 2003 Verlag Philipp von Zabern, mainz am Rhein",NA 3760. A63 2003,978-3-80533-156-2,2003,"Mainz am Rhein, Germany",Philipp von Zabern,,,,"Pergamon, Greece; present day Turkey",,,
60016,60016,2038,Asarotos oikos (The unswept Room),Detail of ducks and statuette border of a Second Century mosaic copy of the Asarotos oikos (The unswept room) mosaic,,,Holy See,,Greek,Hellenistic,ca. 150 BCE,uknown,mosaic (process),tesserae (mosaic components),l. 4.05 m,"Vatican Museums, Vatican City, Santa Sede ",,40476,,,,49,,Antike Bildmosaiken,"Andreae, Bernard","© 2003 Verlag Philipp von Zabern, mainz am Rhein",NA 3760. A63 2003,978-3-80533-156-2,2003,"Mainz am Rhein, Germany",Philipp von Zabern,,,,"Pergamon, Greece; present day Turkey",,,
60017,60017,2038,Asarotos oikos (The unswept Room),Detail of a Second Century mosaic copy of the Asarotos oikos (The unswept room) mosaic,,,Holy See,,Greek,Hellenistic,ca. 150 BCE,uknown,mosaic (process),tesserae (mosaic components),l. 4.05 m,"Vatican Museums, Vatican City, Santa Sede ",,40476,,,,51,,Antike Bildmosaiken,"Andreae, Bernard","© 2003 Verlag Philipp von Zabern, mainz am Rhein",NA 3760. A63 2003,978-3-80533-156-2,2003,"Mainz am Rhein, Germany",Philipp von Zabern,,,,"Pergamon, Greece; present day Turkey",,,
60018,60018,2038,"Image combination of two details, of a tiger and panther head respectively, with Dionysos in mosaic",,,,Greece,,Greek,Hellenistic,ca. 150-100 BCE,uknown,mosaic (process),tesserae (mosaic components),," Dhílos (island), Greece",,40476,,,,56,together,Antike Bildmosaiken,"Andreae, Bernard","© 2003 Verlag Philipp von Zabern, mainz am Rhein",NA 3760. A63 2003,978-3-80533-156-2,2003,"Mainz am Rhein, Germany",Philipp von Zabern,,,," Dhílos (island), Greece",,,
60019,60019,2038,Amusing Mask of an Old Slave,Detail of mosaic depicting the Amusing Mask of an Old Slave,,,Greece,,Greek,Hellenistic,ca. 150-100 BCE,uknown,mosaic (process),tesserae (mosaic components),32 x 31 cm,"Rhodes (island), Greece",,40476,,,,61,,Antike Bildmosaiken,"Andreae, Bernard","© 2003 Verlag Philipp von Zabern, mainz am Rhein",NA 3760. A63 2003,978-3-80533-156-2,2003,"Mainz am Rhein, Germany",Philipp von Zabern,,,,"Rhodes (island), Greece",,,
60020,60020,2038,Alexander Mosaic (Battle of Issus),Detail of the facial expression of the surprised Persian in the lower right corner (under horse's hooves) of the Alexander Mosaic ,,,Italy,Roman copy of a Greek original,Greek,Hellenistic,ca. 310 BCE,Philoxenos of Eretria,mosaic (process),tesserae (mosaic components),2.71 x 5.12 m,"Museo Archaeologico Nazionale, Naples, Italy",,40476,,,,75,,Antike Bildmosaiken,"Andreae, Bernard","© 2003 Verlag Philipp von Zabern, mainz am Rhein",NA 3760. A63 2003,978-3-80533-156-2,2003,"Mainz am Rhein, Germany",Philipp von Zabern,,,,"House of the Faun, Pompeii, Italy",,,
60021,60021,2038,Alexander Mosaic (Battle of Issus),Detail of the facial expression of the worried Persian on horseback (watching Darius III) of the Alexander Mosaic,,,Italy,Roman copy of a Greek original,Greek,Hellenistic,ca. 310 BCE,Philoxenos of Eretria,mosaic (process),tesserae (mosaic components),2.71 x 5.12 m,"Museo Archaeologico Nazionale, Naples, Italy",,40476,,,,76,,Antike Bildmosaiken,"Andreae, Bernard","© 2003 Verlag Philipp von Zabern, mainz am Rhein",NA 3760. A63 2003,978-3-80533-156-2,2003,"Mainz am Rhein, Germany",Philipp von Zabern,,,,"House of the Faun, Pompeii, Italy",,,
